Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD
10/6/2024,North America,Accessories,ExpressKey Remote,Extended Warranty,167,184143.91,26731.16,210875.07
10/7/2024,Japan,Pen Tablet,Wacom Intuos M,Training,174,113834.58,7247.29,121081.87
10/8/2024,Japan,Display Tablet,Wacom One Display,Cloud Services,161,282810.35,20873.36,303683.71
10/9/2024,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,164,194767.66,27061.95,221829.61
10/10/2024,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,254,138638.22,19291.6,157929.82
10/11/2024,Japan,Accessories,ExpressKey Remote,Extended Warranty,262,193388.06,28688.22,222076.28
10/12/2024,Latin America,Accessories,Wacom Stand,Extended Warranty,149,240100.95,29617.65,269718.6
10/13/2024,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,178,233734.23,24965.35,258699.58
10/14/2024,Latin America,Display Tablet,Wacom One Display,Extended Warranty,109,179162.58,16115.84,195278.42
10/15/2024,APAC,Display Tablet,Wacom One Display,Extended Warranty,164,40170.95,4783.47,44954.42
10/16/2024,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,256,270299.5,40086.97,310386.47
10/17/2024,APAC,Accessories,ExpressKey Remote,Support Plan,160,167247.06,7325.35,174572.41
10/18/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,161,208153.58,36558.83,244712.41
10/19/2024,Japan,Pen Tablet,Wacom Intuos M,Training,193,120623.21,15450.35,136073.56
10/20/2024,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,181,32463.09,1880,34343.09
10/21/2024,APAC,Pen Tablet,One by Wacom,Cloud Services,174,252413.76,39720.75,292134.51
10/22/2024,Japan,Accessories,Wacom Stand,Training,226,306529.58,44152.89,350682.47
10/23/2024,Japan,Pen Tablet,Wacom Intuos M,Extended Warranty,170,273883.53,28381.08,302264.61
10/24/2024,North America,Accessories,Wacom Stand,Support Plan,180,177959.35,8952.36,186911.71
10/25/2024,Japan,Accessories,Wacom Stand,Support Plan,250,124655.42,21871.7,146527.12
10/26/2024,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,205,211519.45,37680.01,249199.46
10/27/2024,Latin America,Mobile Studio,MobileStudio Pro 16,Training,229,57887.53,6547.36,64434.89
10/28/2024,North America,Display Tablet,Cintiq 16,Training,128,208316.36,8360.52,216676.88
10/29/2024,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,269,98371.71,12554.96,110926.67
10/30/2024,Latin America,Pen Tablet,One by Wacom,Extended Warranty,183,306292.75,40560.7,346853.45
10/31/2024,Japan,Pen Tablet,One by Wacom,Support Plan,206,357320.67,62434.04,419754.71
11/1/2024,Europe,Pen Tablet,Wacom Intuos S,Training,171,99471.3,17621.61,117092.91
11/2/2024,Japan,Display Tablet,Wacom One Display,Training,160,47217.62,4419.36,51636.98
11/3/2024,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,211,164456.75,10504.7,174961.45
11/4/2024,North America,Accessories,Pro Pen 2,Training,138,100469.76,15415.01,115884.77
11/5/2024,Japan,Accessories,Wacom Stand,Cloud Services,124,160879.88,21420.81,182300.69
11/6/2024,APAC,Accessories,Pro Pen 2,Training,164,237841.1,24890.97,262732.07
11/7/2024,Japan,Accessories,Pro Pen 2,Cloud Services,234,403446.17,61834.77,465280.94
11/8/2024,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,138,161189.75,23524.83,184714.58
11/9/2024,Europe,Pen Tablet,Wacom Intuos M,Training,156,100521.96,10773.77,111295.73
11/10/2024,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,170,211306.41,16247.03,227553.44
11/11/2024,Europe,Mobile Studio,MobileStudio Pro 13,Training,123,12007.51,1050.95,13058.46
11/12/2024,Latin America,Accessories,Pro Pen 2,Extended Warranty,126,68707.01,3178.92,71885.93
11/13/2024,Latin America,Accessories,ExpressKey Remote,Extended Warranty,212,70684.09,12306.72,82990.81
11/14/2024,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,150,220085.58,36422.67,256508.25
11/15/2024,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,99,118917.88,11402.06,130319.94
11/16/2024,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,258,149701.63,26899.29,176600.92
11/17/2024,Latin America,Accessories,Pro Pen 2,Training,254,153392.05,15810.98,169203.03
11/18/2024,Latin America,Display Tablet,Cintiq 16,Support Plan,166,101622.73,13693.5,115316.23
11/19/2024,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,248,86479.07,8568.58,95047.65
11/20/2024,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,237,366267.49,51774.15,418041.64
11/21/2024,Europe,Pen Tablet,Wacom Intuos S,Cloud Services,237,263907.3,31190.51,295097.81
11/22/2024,North America,Pen Tablet,Wacom Intuos M,Cloud Services,202,297140.94,42847.22,339988.16
11/23/2024,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,157,57240.72,6988.48,64229.2
11/24/2024,North America,Display Tablet,Cintiq 16,Extended Warranty,135,227144.1,22359.66,249503.76
11/25/2024,APAC,Display Tablet,Cintiq Pro 24,Support Plan,193,22678.31,2506.52,25184.83
11/26/2024,North America,Display Tablet,Cintiq 16,Extended Warranty,167,116305.88,4745.55,121051.43
11/27/2024,Latin America,Display Tablet,Wacom One Display,Cloud Services,144,92039.07,7017,99056.07
11/28/2024,Europe,Accessories,ExpressKey Remote,Extended Warranty,115,22510.72,2169.84,24680.56
11/29/2024,APAC,Accessories,Pro Pen 2,Training,155,188046.76,21386.24,209433
11/30/2024,APAC,Display Tablet,Wacom One Display,Extended Warranty,239,346329.34,60205.13,406534.47
12/1/2024,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,228,289831.8,26781.07,316612.87
12/2/2024,Latin America,Display Tablet,Cintiq 16,Support Plan,239,268442.42,25857.99,294300.41
12/3/2024,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,172,198174.8,22194.91,220369.71
12/4/2024,Latin America,Accessories,Wacom Stand,Extended Warranty,131,194175.67,9622.73,203798.4
12/5/2024,Latin America,Accessories,Wacom Stand,Extended Warranty,185,77055.71,5389.23,82444.94
12/6/2024,North America,Display Tablet,Wacom One Display,Extended Warranty,185,224584.76,12287.25,236872.01
12/7/2024,Europe,Mobile Studio,MobileStudio Pro 13,Training,200,356099.75,29349.56,385449.31
12/8/2024,APAC,Pen Tablet,One by Wacom,Support Plan,107,120060.43,17945.71,138006.14
12/9/2024,Japan,Accessories,ExpressKey Remote,Extended Warranty,222,340985.78,40804.35,381790.13
12/10/2024,Japan,Pen Tablet,One by Wacom,Extended Warranty,197,173469.91,30913.66,204383.57
12/11/2024,North America,Pen Tablet,Wacom Intuos M,Support Plan,188,209363.59,24050.35,233413.94
12/12/2024,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,88,88427.18,4141.96,92569.14
12/13/2024,Europe,Display Tablet,Cintiq 16,Cloud Services,229,38389.75,6286.66,44676.41
12/14/2024,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,176,184338.69,8782.35,193121.04
12/15/2024,Europe,Accessories,Pro Pen 2,Extended Warranty,138,95966.37,15393.33,111359.7
12/16/2024,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,229,297920.56,43483.9,341404.46
12/17/2024,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,229,309702.56,43547.95,353250.51
12/18/2024,APAC,Pen Tablet,One by Wacom,Support Plan,174,292992.64,49192.28,342184.92
12/19/2024,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,140,56285.13,5154.24,61439.37
12/20/2024,North America,Pen Tablet,One by Wacom,Cloud Services,175,208499.93,37059.87,245559.8
12/21/2024,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,204,241963.8,25136.06,267099.86
12/22/2024,North America,Accessories,ExpressKey Remote,Cloud Services,200,198774.59,20541.89,219316.48
12/23/2024,Latin America,Pen Tablet,One by Wacom,Cloud Services,180,136558.88,12857.73,149416.61
12/24/2024,North America,Mobile Studio,MobileStudio Pro 13,Training,280,172364.13,11057.45,183421.58
12/25/2024,North America,Accessories,Wacom Stand,Cloud Services,124,79666.76,3716.25,83383.01
12/26/2024,Japan,Mobile Studio,MobileStudio Pro 13,Training,162,216564.63,19252.1,235816.73
12/27/2024,Europe,Pen Tablet,Wacom Intuos M,Training,162,131759.07,9172.55,140931.62
12/28/2024,Japan,Pen Tablet,Wacom Intuos M,Training,214,160320.49,26652.06,186972.55
12/29/2024,Latin America,Pen Tablet,Wacom Intuos S,Training,176,287108.21,33463.71,320571.92
12/30/2024,APAC,Display Tablet,Wacom One Display,Cloud Services,210,130244.58,14998.44,145243.02
12/31/2024,APAC,Pen Tablet,Wacom Intuos S,Training,174,52851.27,2386.74,55238.01
1/1/2025,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,235,216437.68,20303.01,236740.69
1/2/2025,Europe,Accessories,Wacom Stand,Support Plan,172,207802.08,22249.16,230051.24
1/3/2025,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,204,80954.8,4274.89,85229.69
1/4/2025,Latin America,Accessories,Pro Pen 2,Cloud Services,158,264139.98,21593.5,285733.48
1/5/2025,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,230,235333.13,14220.02,249553.15
1/6/2025,Latin America,Pen Tablet,One by Wacom,Cloud Services,213,145456.74,13074.01,158530.75
1/7/2025,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,147,41863.46,6302.59,48166.05
1/8/2025,APAC,Display Tablet,Cintiq 16,Support Plan,167,77769.07,5950.38,83719.45
1/9/2025,North America,Pen Tablet,One by Wacom,Support Plan,120,186161.51,30856.83,217018.34
1/10/2025,APAC,Display Tablet,Cintiq 16,Training,206,106750.61,9071.96,115822.57
1/11/2025,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,184,318350.94,38388.31,356739.25
1/12/2025,Japan,Accessories,ExpressKey Remote,Support Plan,166,223783.77,11932.62,235716.39
1/13/2025,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,226,98191.76,15992.38,114184.14
1/14/2025,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,223,93709.88,7457.91,101167.79
1/15/2025,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,198,353897.5,22158.61,376056.11
1/16/2025,Latin America,Display Tablet,Cintiq 16,Cloud Services,141,168406.09,23605.32,192011.41
1/17/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,167,39073.42,3519.94,42593.36
1/18/2025,Japan,Pen Tablet,One by Wacom,Cloud Services,182,270921.87,37916.11,308837.98
1/19/2025,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,196,232198.06,21297.07,253495.13
1/20/2025,Europe,Mobile Studio,MobileStudio Pro 13,Training,254,157573.11,15532.7,173105.81
1/21/2025,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,198,264845.18,40516.06,305361.24
1/22/2025,Europe,Accessories,Pro Pen 2,Extended Warranty,150,159687.18,7246.34,166933.52
1/23/2025,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,181,80726.28,5265.55,85991.83
1/24/2025,Europe,Accessories,Wacom Stand,Extended Warranty,155,229404.66,20528.62,249933.28
1/25/2025,Europe,Accessories,ExpressKey Remote,Training,195,176639.78,13855.94,190495.72
1/26/2025,Europe,Display Tablet,Cintiq 16,Cloud Services,181,299769.42,35078.35,334847.77
1/27/2025,Europe,Pen Tablet,Wacom Intuos M,Training,157,83937.41,3587.23,87524.64
1/28/2025,North America,Display Tablet,Wacom One Display,Support Plan,107,192595.77,28256.16,220851.93
1/29/2025,North America,Pen Tablet,One by Wacom,Cloud Services,145,94461.78,10420.92,104882.7
1/30/2025,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,179,239809.91,15911.76,255721.67
1/31/2025,Latin America,Display Tablet,Cintiq 16,Extended Warranty,77,133892.25,21256.54,155148.79
2/1/2025,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,235,239161.21,11554.07,250715.28
2/2/2025,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,182,287026.14,38502.02,325528.16
2/3/2025,APAC,Accessories,ExpressKey Remote,Support Plan,233,159626.67,16712.07,176338.74
2/4/2025,Europe,Accessories,Pro Pen 2,Support Plan,130,184922.78,27364.93,212287.71
2/5/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,105,24135.55,2287.55,26423.1
2/6/2025,Europe,Mobile Studio,MobileStudio Pro 13,Training,234,222980.46,34599.93,257580.39
2/7/2025,Europe,Pen Tablet,One by Wacom,Training,138,102079.88,13349.69,115429.57
2/8/2025,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,157,156207.36,7443.16,163650.52
2/9/2025,APAC,Display Tablet,Wacom One Display,Support Plan,183,225932.23,18473.61,244405.84
2/10/2025,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,207,123065.48,10462.81,133528.29
2/11/2025,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,150,87633.79,4981.43,92615.22
2/12/2025,North America,Pen Tablet,Wacom Intuos S,Training,177,25313.14,3258.9,28572.04
2/13/2025,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,173,296499.08,15000.58,311499.66
2/14/2025,North America,Pen Tablet,Wacom Intuos S,Support Plan,130,212249.64,9323.57,221573.21
2/15/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Training,180,64085.97,9657.17,73743.14
2/16/2025,Latin America,Display Tablet,Cintiq 16,Training,187,335857.43,42492.03,378349.46
2/17/2025,North America,Display Tablet,Cintiq 16,Training,169,252224.03,38733.04,290957.07
2/18/2025,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,212,273559.41,26432.04,299991.45
2/19/2025,North America,Display Tablet,Cintiq 16,Cloud Services,127,122136.5,14698.01,136834.51
2/20/2025,North America,Display Tablet,Cintiq Pro 24,Cloud Services,188,36118.05,3076.16,39194.21
2/21/2025,Japan,Accessories,Wacom Stand,Cloud Services,122,149917.01,14712.4,164629.41
2/22/2025,Latin America,Display Tablet,Cintiq 16,Cloud Services,151,189944.53,26909.29,216853.82
2/23/2025,Japan,Accessories,Wacom Stand,Training,92,24210.96,1436.4,25647.36
2/24/2025,Europe,Accessories,ExpressKey Remote,Support Plan,145,236532.82,11081.73,247614.55
2/25/2025,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,223,358031.32,43241.74,401273.06
2/26/2025,APAC,Display Tablet,Wacom One Display,Support Plan,86,147290.42,17699.46,164989.88
2/27/2025,North America,Display Tablet,Cintiq 16,Support Plan,193,124042.93,17200.89,141243.82
2/28/2025,North America,Mobile Studio,MobileStudio Pro 16,Training,194,143986.93,12152.26,156139.19
3/1/2025,APAC,Accessories,Wacom Stand,Cloud Services,116,114672.66,5238.84,119911.5
3/2/2025,Europe,Display Tablet,Wacom One Display,Cloud Services,211,298652.71,17899.54,316552.25
3/3/2025,APAC,Display Tablet,Cintiq 16,Training,228,274740.04,46960.85,321700.89
3/4/2025,APAC,Display Tablet,Wacom One Display,Training,157,111896.3,14384.4,126280.7
3/5/2025,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,164,276963.16,26649.38,303612.54
3/6/2025,North America,Display Tablet,Cintiq 16,Extended Warranty,173,300585.91,50380.67,350966.58
3/7/2025,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,136,116538.27,18541.56,135079.83
3/8/2025,APAC,Accessories,Pro Pen 2,Cloud Services,108,133697.35,12349.15,146046.5
3/9/2025,North America,Display Tablet,Cintiq 16,Support Plan,155,121267.23,8667.06,129934.29
3/10/2025,Europe,Display Tablet,Wacom One Display,Extended Warranty,150,226204.99,12575.62,238780.61
3/11/2025,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,186,191650.48,24899.55,216550.03
3/12/2025,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,197,172648.12,15922.34,188570.46
3/13/2025,North America,Display Tablet,Cintiq 16,Training,199,161728.58,11807.47,173536.05
3/14/2025,APAC,Pen Tablet,One by Wacom,Support Plan,203,306350.37,45240.49,351590.86
3/15/2025,Japan,Display Tablet,Cintiq 16,Support Plan,242,42994.54,4122.8,47117.34
3/16/2025,Latin America,Accessories,Wacom Stand,Training,127,68254.01,8463.78,76717.79
3/17/2025,APAC,Display Tablet,Wacom One Display,Extended Warranty,156,102203.39,7535.41,109738.8
3/18/2025,Japan,Pen Tablet,Wacom Intuos M,Training,210,175856.3,9296.01,185152.31
3/19/2025,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,206,305690.76,51209.07,356899.83
3/20/2025,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,160,190198.33,15272.21,205470.54
3/21/2025,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,165,269419.81,42789.95,312209.76
3/22/2025,North America,Accessories,ExpressKey Remote,Cloud Services,230,29471.48,2614.16,32085.64
3/23/2025,Latin America,Display Tablet,Cintiq 16,Training,198,102584.12,8142.09,110726.21
3/24/2025,Europe,Display Tablet,Cintiq 16,Support Plan,233,169914.67,30055.31,199969.98
3/25/2025,Japan,Accessories,Wacom Stand,Support Plan,108,25018.11,4337.32,29355.43
3/26/2025,Latin America,Display Tablet,Cintiq Pro 24,Training,132,208911.17,14251.47,223162.64
3/27/2025,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,163,154597.9,11010.23,165608.13
3/28/2025,Latin America,Display Tablet,Cintiq 16,Cloud Services,164,251932.94,29144.6,281077.54
3/29/2025,Europe,Accessories,Pro Pen 2,Extended Warranty,179,68768.23,6721.42,75489.65
3/30/2025,North America,Accessories,ExpressKey Remote,Extended Warranty,253,401439,37388.89,438827.89
3/31/2025,Latin America,Pen Tablet,One by Wacom,Support Plan,159,109576.93,11798.79,121375.72
4/1/2025,APAC,Pen Tablet,One by Wacom,Extended Warranty,169,112184.13,19330.57,131514.7
4/2/2025,APAC,Accessories,Pro Pen 2,Support Plan,193,248279.02,18644.67,266923.69
4/3/2025,Japan,Accessories,ExpressKey Remote,Training,172,208815.5,36791.86,245607.36
4/4/2025,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,160,100191.11,7557.31,107748.42
4/5/2025,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,163,54137.24,8261.84,62399.08
4/6/2025,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,147,34545.5,4734.28,39279.78
4/7/2025,Japan,Display Tablet,Cintiq 16,Training,174,229030.73,32932.46,261963.19
4/8/2025,Latin America,Display Tablet,Wacom One Display,Cloud Services,177,35429.53,4392.61,39822.14
4/9/2025,North America,Mobile Studio,MobileStudio Pro 13,Training,181,103629.48,7264.37,110893.85
4/10/2025,Europe,Pen Tablet,Wacom Intuos M,Extended Warranty,145,156561.15,16858.91,173420.06
4/11/2025,APAC,Pen Tablet,One by Wacom,Cloud Services,217,107769.33,17008.41,124777.74
4/12/2025,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,155,46326.88,5095.68,51422.56
4/13/2025,APAC,Pen Tablet,Wacom Intuos M,Training,171,67877.49,8310.06,76187.55
4/14/2025,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,201,106420.13,5500.88,111921.01
4/15/2025,Latin America,Display Tablet,Cintiq 16,Support Plan,189,267780.41,47095.17,314875.58
4/16/2025,North America,Mobile Studio,MobileStudio Pro 16,Training,161,104100.83,14489.5,118590.33
4/17/2025,APAC,Pen Tablet,One by Wacom,Training,155,70877.55,9841.94,80719.49
4/18/2025,North America,Display Tablet,Cintiq 16,Extended Warranty,171,44015.2,2683.01,46698.21
4/19/2025,APAC,Accessories,ExpressKey Remote,Extended Warranty,250,51838.36,9029.18,60867.54
4/20/2025,Europe,Accessories,Pro Pen 2,Training,221,376956.32,50050.89,427007.21
4/21/2025,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,232,349315.83,38866.08,388181.91
4/22/2025,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,186,146344.57,23747.67,170092.24
4/23/2025,APAC,Accessories,Wacom Stand,Cloud Services,171,28667.48,4878.27,33545.75
4/24/2025,Japan,Display Tablet,Cintiq 16,Extended Warranty,174,257434.58,31054,288488.58
4/25/2025,North America,Pen Tablet,Wacom Intuos M,Support Plan,223,186750.93,7594.27,194345.2
4/26/2025,APAC,Pen Tablet,Wacom Intuos M,Training,202,40482.04,2586.41,43068.45
4/27/2025,North America,Display Tablet,Cintiq 16,Training,214,101353.82,7102.34,108456.16
4/28/2025,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,187,207069.42,15556.5,222625.92
4/29/2025,North America,Mobile Studio,MobileStudio Pro 16,Training,201,328723.65,43306.23,372029.88
4/30/2025,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,141,214434.04,28927.37,243361.41
5/1/2025,Japan,Display Tablet,Cintiq 16,Training,202,343126.81,20542.21,363669.02
5/2/2025,Europe,Display Tablet,Wacom One Display,Extended Warranty,158,56330.5,8673.68,65004.18
5/3/2025,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,282,43334.26,5597.86,48932.12
5/4/2025,Japan,Pen Tablet,One by Wacom,Extended Warranty,172,244494.27,40569.97,285064.24
5/5/2025,Japan,Accessories,Wacom Stand,Cloud Services,171,144274.58,13817,158091.58
5/6/2025,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,118,165377.67,11291.73,176669.4
5/7/2025,APAC,Accessories,Wacom Stand,Cloud Services,156,242505.44,28752.58,271258.02
5/8/2025,Europe,Accessories,Wacom Stand,Support Plan,145,25442.61,2225.59,27668.2
5/9/2025,Japan,Display Tablet,Wacom One Display,Training,125,214695.56,25399.56,240095.12
5/10/2025,Latin America,Pen Tablet,Wacom Intuos M,Training,195,275754.69,38145.94,313900.63
5/11/2025,Europe,Display Tablet,Cintiq 16,Cloud Services,154,168043.83,29446.3,197490.13
5/12/2025,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,235,19712.92,1453.47,21166.39
5/13/2025,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,137,158372.37,10664.83,169037.2
5/14/2025,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,162,81223.34,8787.97,90011.31
5/15/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,227,249197.96,30591.69,279789.65
5/16/2025,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,170,13919.32,2244.54,16163.86
5/17/2025,North America,Accessories,ExpressKey Remote,Training,216,328283.3,20959.97,349243.27
5/18/2025,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,203,341361.15,23657.69,365018.84
5/19/2025,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,164,208371.23,19806.05,228177.28
5/20/2025,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,221,373445.22,45713.94,419159.16
5/21/2025,Europe,Pen Tablet,Wacom Intuos S,Training,130,207604.58,27089.13,234693.71
5/22/2025,North America,Pen Tablet,One by Wacom,Extended Warranty,177,300139.77,18585.69,318725.46
5/23/2025,Japan,Pen Tablet,One by Wacom,Training,179,316174.45,31428.57,347603.02
5/24/2025,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,210,372471.45,40381.94,412853.39
5/25/2025,Latin America,Accessories,Pro Pen 2,Support Plan,133,236899.08,16457.15,253356.23
5/26/2025,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,204,60503.06,9354.54,69857.6
5/27/2025,Europe,Accessories,Wacom Stand,Support Plan,246,62856.43,5498.66,68355.09
5/28/2025,North America,Mobile Studio,MobileStudio Pro 13,Training,261,40903.3,6554.98,47458.28
5/29/2025,Latin America,Display Tablet,Wacom One Display,Extended Warranty,150,252341.1,17125.63,269466.73
5/30/2025,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,78,100042.23,4367.62,104409.85
5/31/2025,Latin America,Accessories,Pro Pen 2,Cloud Services,136,151745.44,12356.38,164101.82
6/1/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,270,80516.63,13790.81,94307.44
6/2/2025,APAC,Pen Tablet,Wacom Intuos S,Training,165,219069.8,20302.99,239372.79
6/3/2025,Latin America,Accessories,ExpressKey Remote,Extended Warranty,249,424319.74,38131.15,462450.89
6/4/2025,APAC,Display Tablet,Cintiq 16,Extended Warranty,223,186652.36,24444.72,211097.08
6/5/2025,North America,Accessories,Wacom Stand,Cloud Services,210,110137.12,10872.35,121009.47
6/6/2025,North America,Display Tablet,Cintiq 16,Support Plan,174,110726.13,8809.75,119535.88
6/7/2025,Europe,Display Tablet,Wacom One Display,Training,231,258788.89,31494.39,290283.28
6/8/2025,Latin America,Accessories,Pro Pen 2,Support Plan,164,39275.4,4390.8,43666.2
6/9/2025,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,172,198338.7,34968.84,233307.54
6/10/2025,APAC,Display Tablet,Cintiq Pro 24,Support Plan,237,159503.73,15122.87,174626.6
6/11/2025,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,243,178845.75,23980.22,202825.97
6/12/2025,Japan,Accessories,Wacom Stand,Cloud Services,243,183639.41,32146.97,215786.38
6/13/2025,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,199,41765.69,6894.36,48660.05
6/14/2025,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,194,146293.93,11067.58,157361.51
6/15/2025,Latin America,Accessories,Wacom Stand,Extended Warranty,165,126463.02,21499.28,147962.3
6/16/2025,APAC,Accessories,ExpressKey Remote,Training,123,179442.32,23970.72,203413.04
6/17/2025,North America,Accessories,Wacom Stand,Support Plan,197,322044.91,36288.28,358333.19
6/18/2025,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,228,97732.15,4209.98,101942.13
6/19/2025,Latin America,Pen Tablet,Wacom Intuos M,Training,148,88271.74,8111.03,96382.77
6/20/2025,APAC,Mobile Studio,MobileStudio Pro 13,Training,185,320569.92,32059.83,352629.75
6/21/2025,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,225,109759.19,5357.23,115116.42
6/22/2025,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,209,308606.01,25762.82,334368.83
6/23/2025,Europe,Accessories,Wacom Stand,Training,216,116835.05,6923.36,123758.41
6/24/2025,North America,Accessories,Wacom Stand,Support Plan,201,242718.51,17553.52,260272.03
6/25/2025,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,124,200536.02,11116.02,211652.04
6/26/2025,Europe,Accessories,Wacom Stand,Extended Warranty,210,151482.62,7313.53,158796.15
6/27/2025,North America,Pen Tablet,Wacom Intuos M,Cloud Services,140,238483.4,15139.33,253622.73
6/28/2025,APAC,Display Tablet,Wacom One Display,Support Plan,188,31952.46,3043.54,34996
6/29/2025,Latin America,Pen Tablet,One by Wacom,Extended Warranty,230,290499.78,19774.08,310273.86
6/30/2025,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,187,197457.76,18035.74,215493.5
7/1/2025,APAC,Pen Tablet,One by Wacom,Cloud Services,154,188708.3,33030.71,221739.01
7/2/2025,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,245,166797.05,18056.19,184853.24
7/3/2025,Europe,Display Tablet,Wacom One Display,Cloud Services,145,78166.93,7191.83,85358.76
7/4/2025,Latin America,Accessories,ExpressKey Remote,Extended Warranty,150,94931.55,10076.99,105008.54
7/5/2025,Japan,Pen Tablet,Wacom Intuos S,Training,177,46341.63,2941.51,49283.14
7/6/2025,Europe,Pen Tablet,Wacom Intuos S,Cloud Services,228,116198.75,16732.7,132931.45
