Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD,Revenue_Outlier_Flag,Year,Month,Day_Of_Week,Revenue_per_Unit,Next_Month_Revenue
2022-08-21,Europe,Display Tablet,Wacom One Display,Extended Warranty,236,333231.69,40853.52,374085.21,0,2022,8,6,1585.11,5323805.8
2022-08-22,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,180,105092.96,17288.03,122380.99,0,2022,8,0,679.89,5323805.8
2022-08-23,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,196,254679.38,43993.49,298672.87,0,2022,8,1,1523.84,5323805.8
2022-08-24,Japan,Pen Tablet,One by Wacom,Training,168,227944.44,24251.91,252196.35,0,2022,8,2,1501.17,5323805.8
2022-08-25,North America,Pen Tablet,Wacom Intuos S,Training,184,99199.16,15907.11,115106.27,0,2022,8,3,625.58,5323805.8
2022-08-26,APAC,Pen Tablet,Wacom Intuos S,Training,192,36646.42,2768.44,39414.86,0,2022,8,4,205.29,5323805.8
2022-08-27,North America,Display Tablet,Wacom One Display,Cloud Services,152,173673.96,7068.16,180742.12,0,2022,8,5,1189.09,5323805.8
2022-08-28,Japan,Display Tablet,Wacom One Display,Extended Warranty,178,297217.68,43709.25,340926.93,0,2022,8,6,1915.32,5323805.8
2022-08-29,Europe,Display Tablet,Cintiq 16,Extended Warranty,126,109983.76,14292.79,124276.55,0,2022,8,0,986.32,5323805.8
2022-08-30,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,176,43608.73,5703.27,49312.0,0,2022,8,1,280.18,5323805.8
2022-08-31,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,162,55219.58,3875.3,59094.88,0,2022,8,2,364.78,5323805.8
2022-09-01,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,205,102602.18,16785.03,119387.21,0,2022,9,3,582.38,5174888.8100000005
2022-09-02,North America,Display Tablet,Cintiq 16,Training,149,58548.34,8338.91,66887.25,0,2022,9,4,448.91,5174888.8100000005
2022-09-03,Europe,Pen Tablet,Wacom Intuos S,Support Plan,229,339632.97,47989.56,387622.53,0,2022,9,5,1692.67,5174888.8100000005
2022-09-04,North America,Pen Tablet,Wacom Intuos M,Cloud Services,161,182066.68,22800.77,204867.45,0,2022,9,6,1272.47,5174888.8100000005
2022-09-05,Europe,Accessories,Pro Pen 2,Support Plan,274,332641.59,49672.92,382314.51,0,2022,9,0,1395.31,5174888.8100000005
2022-09-06,Japan,Accessories,Wacom Stand,Training,157,135053.97,15741.06,150795.03,0,2022,9,1,960.48,5174888.8100000005
2022-09-07,Europe,Accessories,Wacom Stand,Cloud Services,158,243707.31,42658.86,286366.17,0,2022,9,2,1812.44,5174888.8100000005
2022-09-08,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,149,111939.97,8515.97,120455.94,0,2022,9,3,808.43,5174888.8100000005
2022-09-09,Latin America,Pen Tablet,One by Wacom,Cloud Services,125,216266.54,31686.82,247953.36,0,2022,9,4,1983.63,5174888.8100000005
2022-09-10,North America,Display Tablet,Cintiq 16,Extended Warranty,130,154941.09,10247.32,165188.41,0,2022,9,5,1270.68,5174888.8100000005
2022-09-11,Europe,Pen Tablet,Wacom Intuos M,Training,176,229363.2,30253.65,259616.85,0,2022,9,6,1475.1,5174888.8100000005
2022-09-12,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,144,178289.96,13886.2,192176.16,0,2022,9,0,1334.56,5174888.8100000005
2022-09-13,APAC,Accessories,Pro Pen 2,Support Plan,200,129950.36,13460.92,143411.28,0,2022,9,1,717.06,5174888.8100000005
2022-09-14,APAC,Pen Tablet,One by Wacom,Support Plan,143,43138.69,5886.08,49024.77,0,2022,9,2,342.83,5174888.8100000005
2022-09-15,North America,Mobile Studio,MobileStudio Pro 16,Training,161,40105.83,1845.43,41951.26,0,2022,9,3,260.57,5174888.8100000005
2022-09-16,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,278,49407.94,7350.27,56758.21,0,2022,9,4,204.17,5174888.8100000005
2022-09-17,North America,Pen Tablet,Wacom Intuos S,Training,197,353249.98,17278.48,370528.46,0,2022,9,5,1880.86,5174888.8100000005
2022-09-18,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,117,152585.95,24441.34,177027.29,0,2022,9,6,1513.05,5174888.8100000005
2022-09-19,Europe,Display Tablet,Wacom One Display,Support Plan,110,75750.05,4342.77,80092.82,0,2022,9,0,728.12,5174888.8100000005
2022-09-20,Japan,Display Tablet,Wacom One Display,Training,189,33621.34,5656.58,39277.92,0,2022,9,1,207.82,5174888.8100000005
2022-09-21,APAC,Display Tablet,Wacom One Display,Cloud Services,143,46506.83,6515.11,53021.94,0,2022,9,2,370.78,5174888.8100000005
2022-09-22,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,217,87738.16,4450.91,92189.07,0,2022,9,3,424.83,5174888.8100000005
2022-09-23,Europe,Accessories,ExpressKey Remote,Cloud Services,153,199284.01,35441.05,234725.06,0,2022,9,4,1534.15,5174888.8100000005
2022-09-24,Europe,Display Tablet,Cintiq Pro 24,Support Plan,211,149229.05,6060.33,155289.38,0,2022,9,5,735.97,5174888.8100000005
2022-09-25,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,185,171199.49,11013.05,182212.54,0,2022,9,6,984.93,5174888.8100000005
2022-09-26,Latin America,Pen Tablet,One by Wacom,Support Plan,244,382154.77,22952.92,405107.69,0,2022,9,0,1660.28,5174888.8100000005
2022-09-27,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,173,178519.04,24633.68,203152.72,0,2022,9,1,1174.29,5174888.8100000005
2022-09-28,APAC,Pen Tablet,Wacom Intuos S,Training,207,50063.12,3084.01,53147.13,0,2022,9,2,256.75,5174888.8100000005
2022-09-29,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,196,324711.26,42509.56,367220.82,0,2022,9,3,1873.58,5174888.8100000005
2022-09-30,Latin America,Mobile Studio,MobileStudio Pro 16,Training,182,34147.26,1889.31,36036.57,0,2022,9,4,198.0,5174888.8100000005
2022-10-01,APAC,Accessories,Pro Pen 2,Training,222,319661.34,39200.02,358861.36,0,2022,10,5,1616.49,6744644.859999999
2022-10-02,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,148,15147.59,1200.94,16348.53,0,2022,10,6,110.46,6744644.859999999
2022-10-03,Latin America,Pen Tablet,One by Wacom,Training,213,295446.64,40587.66,336034.3,0,2022,10,0,1577.63,6744644.859999999
2022-10-04,APAC,Pen Tablet,One by Wacom,Cloud Services,143,59362.28,7760.62,67122.9,0,2022,10,1,469.39,6744644.859999999
2022-10-05,North America,Display Tablet,Cintiq 16,Training,286,277844.24,15000.94,292845.18,0,2022,10,2,1023.93,6744644.859999999
2022-10-06,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,201,114563.42,10279.62,124843.04,0,2022,10,3,621.11,6744644.859999999
2022-10-07,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,144,239177.52,19610.04,258787.56,0,2022,10,4,1797.14,6744644.859999999
2022-10-08,Latin America,Pen Tablet,One by Wacom,Extended Warranty,207,302070.91,49273.59,351344.5,0,2022,10,5,1697.32,6744644.859999999
2022-10-09,North America,Display Tablet,Cintiq 16,Cloud Services,214,116840.38,12672.11,129512.49,0,2022,10,6,605.2,6744644.859999999
2022-10-10,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,120,73325.69,8736.34,82062.03,0,2022,10,0,683.85,6744644.859999999
2022-10-11,North America,Pen Tablet,One by Wacom,Support Plan,140,28483.92,3041.84,31525.76,0,2022,10,1,225.18,6744644.859999999
2022-10-12,North America,Accessories,ExpressKey Remote,Support Plan,147,204780.91,35471.31,240252.22,0,2022,10,2,1634.37,6744644.859999999
2022-10-13,Latin America,Display Tablet,Wacom One Display,Cloud Services,127,150324.3,20953.66,171277.96,0,2022,10,3,1348.65,6744644.859999999
2022-10-14,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,226,225407.15,19235.3,244642.45,0,2022,10,4,1082.49,6744644.859999999
2022-10-15,APAC,Accessories,Pro Pen 2,Extended Warranty,199,110264.37,5865.2,116129.57,0,2022,10,5,583.57,6744644.859999999
2022-10-16,Latin America,Pen Tablet,One by Wacom,Extended Warranty,177,142345.96,7490.82,149836.78,0,2022,10,6,846.54,6744644.859999999
2022-10-17,Japan,Pen Tablet,Wacom Intuos S,Training,127,136642.57,14869.34,151511.91,0,2022,10,0,1193.01,6744644.859999999
2022-10-18,North America,Pen Tablet,Wacom Intuos S,Cloud Services,183,171069.29,18320.01,189389.3,0,2022,10,1,1034.91,6744644.859999999
2022-10-19,North America,Pen Tablet,One by Wacom,Cloud Services,143,74390.78,13384.18,87774.96,0,2022,10,2,613.81,6744644.859999999
2022-10-20,Europe,Pen Tablet,Wacom Intuos M,Support Plan,121,14987.39,1857.64,16845.03,0,2022,10,3,139.22,6744644.859999999
2022-10-21,North America,Display Tablet,Wacom One Display,Cloud Services,160,163074.08,20601.06,183675.14,0,2022,10,4,1147.97,6744644.859999999
2022-10-22,Japan,Display Tablet,Wacom One Display,Support Plan,133,33924.56,1763.33,35687.89,0,2022,10,5,268.33,6744644.859999999
2022-10-23,Europe,Accessories,Pro Pen 2,Support Plan,199,258145.02,39286.79,297431.81,0,2022,10,6,1494.63,6744644.859999999
2022-10-24,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,187,287959.05,31936.46,319895.51,0,2022,10,0,1710.67,6744644.859999999
2022-10-25,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,165,20635.98,1526.53,22162.51,0,2022,10,1,134.32,6744644.859999999
2022-10-26,North America,Display Tablet,Cintiq 16,Training,166,265430.39,21480.58,286910.97,0,2022,10,2,1728.38,6744644.859999999
2022-10-27,North America,Accessories,ExpressKey Remote,Training,160,56171.94,3060.89,59232.83,0,2022,10,3,370.21,6744644.859999999
2022-10-28,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,147,160840.75,23858.95,184699.7,0,2022,10,4,1256.46,6744644.859999999
2022-10-29,Latin America,Display Tablet,Cintiq 16,Support Plan,103,15100.1,1299.4,16399.5,0,2022,10,5,159.22,6744644.859999999
2022-10-30,Europe,Pen Tablet,Wacom Intuos S,Training,164,148690.23,20060.1,168750.33,0,2022,10,6,1028.97,6744644.859999999
2022-10-31,Latin America,Pen Tablet,Wacom Intuos M,Training,150,162968.14,20126.65,183094.79,0,2022,10,0,1220.63,6744644.859999999
2022-11-01,APAC,Pen Tablet,One by Wacom,Training,138,164709.43,9702.56,174411.99,0,2022,11,1,1263.86,6064619.61
2022-11-02,North America,Display Tablet,Cintiq 16,Cloud Services,156,241937.59,15204.55,257142.14,0,2022,11,2,1648.35,6064619.61
2022-11-03,APAC,Display Tablet,Cintiq 16,Training,186,307733.79,31908.77,339642.56,0,2022,11,3,1826.04,6064619.61
2022-11-04,North America,Display Tablet,Cintiq Pro 24,Training,303,504952.55,59562.45,564515.0,1,2022,11,4,1863.09,6064619.61
2022-11-05,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,162,276143.75,28028.06,304171.81,0,2022,11,5,1877.6,6064619.61
2022-11-06,Latin America,Pen Tablet,One by Wacom,Support Plan,223,391469.49,17212.18,408681.67,0,2022,11,6,1832.65,6064619.61
2022-11-07,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,210,56593.42,7746.17,64339.59,0,2022,11,0,306.38,6064619.61
2022-11-08,Latin America,Display Tablet,Cintiq 16,Support Plan,216,211742.43,35362.6,247105.03,0,2022,11,1,1144.0,6064619.61
2022-11-09,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,169,86687.25,9608.12,96295.37,0,2022,11,2,569.8,6064619.61
2022-11-10,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,182,174577.58,8312.25,182889.83,0,2022,11,3,1004.89,6064619.61
2022-11-11,APAC,Display Tablet,Wacom One Display,Support Plan,114,163393.14,7846.53,171239.67,0,2022,11,4,1502.1,6064619.61
2022-11-12,Europe,Pen Tablet,Wacom Intuos M,Cloud Services,121,146831.93,14149.58,160981.51,0,2022,11,5,1330.43,6064619.61
2022-11-13,Europe,Display Tablet,Wacom One Display,Extended Warranty,143,227509.01,38540.16,266049.17,0,2022,11,6,1860.48,6064619.61
2022-11-14,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,166,294405.1,21993.9,316399.0,0,2022,11,0,1906.02,6064619.61
2022-11-15,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,139,88184.75,3614.86,91799.61,0,2022,11,1,660.43,6064619.61
2022-11-16,Europe,Mobile Studio,MobileStudio Pro 16,Training,142,21235.09,1932.62,23167.71,0,2022,11,2,163.15,6064619.61
2022-11-17,North America,Pen Tablet,Wacom Intuos M,Training,192,265202.07,22789.9,287991.97,0,2022,11,3,1499.96,6064619.61
2022-11-18,North America,Accessories,Wacom Stand,Extended Warranty,156,12746.3,572.47,13318.77,0,2022,11,4,85.38,6064619.61
2022-11-19,APAC,Pen Tablet,Wacom Intuos M,Cloud Services,141,230106.57,9862.83,239969.4,0,2022,11,5,1701.91,6064619.61
2022-11-20,Europe,Pen Tablet,Wacom Intuos M,Training,153,14007.33,1125.46,15132.79,0,2022,11,6,98.91,6064619.61
2022-11-21,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,118,70582.96,5890.2,76473.16,0,2022,11,0,648.08,6064619.61
2022-11-22,Latin America,Accessories,Wacom Stand,Training,138,142141.7,13834.7,155976.4,0,2022,11,1,1130.26,6064619.61
2022-11-23,APAC,Display Tablet,Cintiq 16,Training,105,172574.61,29423.18,201997.79,0,2022,11,2,1923.79,6064619.61
2022-11-24,Europe,Display Tablet,Cintiq 16,Training,222,337865.48,40144.34,378009.82,0,2022,11,3,1702.75,6064619.61
2022-11-25,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,165,224952.7,15569.05,240521.75,0,2022,11,4,1457.71,6064619.61
2022-11-26,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,178,276301.48,34649.15,310950.63,0,2022,11,5,1746.91,6064619.61
2022-11-27,Japan,Display Tablet,Wacom One Display,Cloud Services,135,186877.15,17732.01,204609.16,0,2022,11,6,1515.62,6064619.61
2022-11-28,Latin America,Display Tablet,Cintiq Pro 24,Training,229,18572.99,2419.73,20992.72,0,2022,11,0,91.67,6064619.61
2022-11-29,North America,Accessories,Wacom Stand,Extended Warranty,292,430142.49,58237.93,488380.42,0,2022,11,1,1672.54,6064619.61
2022-11-30,Japan,Display Tablet,Wacom One Display,Cloud Services,211,375422.8,66065.62,441488.42,0,2022,11,2,2092.36,6064619.61
2022-12-01,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,128,48145.09,5588.16,53733.25,0,2022,12,3,419.79,5839945.5200000005
2022-12-02,Japan,Accessories,Wacom Stand,Extended Warranty,257,69032.29,6442.9,75475.19,0,2022,12,4,293.68,5839945.5200000005
2022-12-03,Latin America,Accessories,ExpressKey Remote,Training,224,77071.38,12120.74,89192.12,0,2022,12,5,398.18,5839945.5200000005
2022-12-04,Japan,Accessories,ExpressKey Remote,Support Plan,178,159199.23,10031.62,169230.85,0,2022,12,6,950.74,5839945.5200000005
2022-12-05,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,238,261453.55,16111.36,277564.91,0,2022,12,0,1166.24,5839945.5200000005
2022-12-06,Europe,Pen Tablet,One by Wacom,Cloud Services,210,336783.0,24091.67,360874.67,0,2022,12,1,1718.45,5839945.5200000005
2022-12-07,APAC,Pen Tablet,One by Wacom,Training,199,357394.95,20022.1,377417.05,0,2022,12,2,1896.57,5839945.5200000005
2022-12-08,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,217,145768.43,16426.89,162195.32,0,2022,12,3,747.44,5839945.5200000005
2022-12-09,North America,Display Tablet,Wacom One Display,Cloud Services,127,212400.97,27012.47,239413.44,0,2022,12,4,1885.15,5839945.5200000005
2022-12-10,Japan,Display Tablet,Cintiq 16,Extended Warranty,180,294435.17,19380.44,313815.61,0,2022,12,5,1743.42,5839945.5200000005
2022-12-11,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,214,194868.71,30634.96,225503.67,0,2022,12,6,1053.76,5839945.5200000005
2022-12-12,North America,Pen Tablet,One by Wacom,Cloud Services,170,103381.98,10586.58,113968.56,0,2022,12,0,670.4,5839945.5200000005
2022-12-13,Japan,Display Tablet,Wacom One Display,Training,237,123591.36,17839.1,141430.46,0,2022,12,1,596.75,5839945.5200000005
2022-12-14,North America,Pen Tablet,One by Wacom,Cloud Services,203,156497.14,22089.09,178586.23,0,2022,12,2,879.74,5839945.5200000005
2022-12-15,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,186,169789.59,25317.34,195106.93,0,2022,12,3,1048.96,5839945.5200000005
2022-12-16,Japan,Display Tablet,Wacom One Display,Cloud Services,138,202349.92,10552.97,212902.89,0,2022,12,4,1542.77,5839945.5200000005
2022-12-17,Japan,Display Tablet,Wacom One Display,Cloud Services,194,161777.39,12967.59,174744.98,0,2022,12,5,900.75,5839945.5200000005
2022-12-18,North America,Display Tablet,Wacom One Display,Extended Warranty,206,347964.38,14113.59,362077.97,0,2022,12,6,1757.66,5839945.5200000005
2022-12-19,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,143,66972.46,8830.1,75802.56,0,2022,12,0,530.09,5839945.5200000005
2022-12-20,Japan,Display Tablet,Wacom One Display,Extended Warranty,175,195369.59,26811.47,222181.06,0,2022,12,1,1269.61,5839945.5200000005
2022-12-21,Europe,Display Tablet,Cintiq 16,Support Plan,198,344236.1,43736.43,387972.53,0,2022,12,2,1959.46,5839945.5200000005
2022-12-22,APAC,Pen Tablet,One by Wacom,Training,147,180769.27,21419.6,202188.87,0,2022,12,3,1375.43,5839945.5200000005
2022-12-23,Europe,Accessories,Wacom Stand,Extended Warranty,169,68681.8,3770.25,72452.05,0,2022,12,4,428.71,5839945.5200000005
2022-12-24,Japan,Accessories,Wacom Stand,Extended Warranty,202,220809.39,10743.19,231552.58,0,2022,12,5,1146.3,5839945.5200000005
2022-12-25,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,217,216811.41,17067.41,233878.82,0,2022,12,6,1077.78,5839945.5200000005
2022-12-26,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,146,24689.3,3600.26,28289.56,0,2022,12,0,193.76,5839945.5200000005
2022-12-27,Europe,Display Tablet,Cintiq 16,Training,235,366079.94,29881.69,395961.63,0,2022,12,1,1684.94,5839945.5200000005
2022-12-28,Latin America,Accessories,Pro Pen 2,Training,214,134042.53,6918.08,140960.61,0,2022,12,2,658.69,5839945.5200000005
2022-12-29,Latin America,Mobile Studio,MobileStudio Pro 13,Training,178,31780.14,2217.44,33997.58,0,2022,12,3,191.0,5839945.5200000005
2022-12-30,Japan,Accessories,Wacom Stand,Cloud Services,202,99710.13,9848.72,109558.85,0,2022,12,4,542.37,5839945.5200000005
2022-12-31,Europe,Display Tablet,Wacom One Display,Support Plan,177,189463.13,17125.68,206588.81,0,2022,12,5,1167.17,5839945.5200000005
2023-01-01,APAC,Accessories,ExpressKey Remote,Training,148,213113.87,34729.9,247843.77,0,2023,1,6,1674.62,5270986.22
2023-01-02,Latin America,Display Tablet,Wacom One Display,Extended Warranty,197,33831.91,4848.11,38680.02,0,2023,1,0,196.35,5270986.22
2023-01-03,Latin America,Pen Tablet,One by Wacom,Training,109,43304.73,2305.45,45610.18,0,2023,1,1,418.44,5270986.22
2023-01-04,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,238,175174.09,7961.23,183135.32,0,2023,1,2,769.48,5270986.22
2023-01-05,APAC,Pen Tablet,Wacom Intuos S,Support Plan,211,289777.88,28775.51,318553.39,0,2023,1,3,1509.73,5270986.22
2023-01-06,Japan,Display Tablet,Wacom One Display,Support Plan,161,131962.96,21598.16,153561.12,0,2023,1,4,953.8,5270986.22
2023-01-07,Japan,Pen Tablet,One by Wacom,Extended Warranty,227,41910.41,2574.73,44485.14,0,2023,1,5,195.97,5270986.22
2023-01-08,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,154,206793.59,33389.66,240183.25,0,2023,1,6,1559.63,5270986.22
2023-01-09,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,181,279780.43,43794.39,323574.82,0,2023,1,0,1787.71,5270986.22
2023-01-10,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,227,203699.97,26350.67,230050.64,0,2023,1,1,1013.44,5270986.22
2023-01-11,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,169,251798.18,38250.57,290048.75,0,2023,1,2,1716.26,5270986.22
2023-01-12,APAC,Accessories,Wacom Stand,Support Plan,246,339947.78,58157.92,398105.7,0,2023,1,3,1618.32,5270986.22
2023-01-13,Japan,Pen Tablet,Wacom Intuos M,Extended Warranty,236,86786.86,15317.43,102104.29,0,2023,1,4,432.65,5270986.22
2023-01-14,Japan,Pen Tablet,One by Wacom,Extended Warranty,190,159389.23,11088.25,170477.48,0,2023,1,5,897.25,5270986.22
2023-01-15,North America,Display Tablet,Wacom One Display,Cloud Services,170,39956.05,5609.14,45565.19,0,2023,1,6,268.03,5270986.22
2023-01-16,Latin America,Pen Tablet,One by Wacom,Cloud Services,196,83195.3,4316.19,87511.49,0,2023,1,0,446.49,5270986.22
2023-01-17,APAC,Mobile Studio,MobileStudio Pro 16,Training,180,158240.96,13946.45,172187.41,0,2023,1,1,956.6,5270986.22
2023-01-18,Europe,Display Tablet,Wacom One Display,Training,201,73150.97,13046.09,86197.06,0,2023,1,2,428.84,5270986.22
2023-01-19,Japan,Display Tablet,Wacom One Display,Support Plan,138,24905.24,3750.83,28656.07,0,2023,1,3,207.65,5270986.22
2023-01-20,Europe,Accessories,ExpressKey Remote,Training,202,235271.83,40368.43,275640.26,0,2023,1,4,1364.56,5270986.22
2023-01-21,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,131,189029.22,20563.07,209592.29,0,2023,1,5,1599.94,5270986.22
2023-01-22,APAC,Display Tablet,Cintiq Pro 24,Support Plan,176,305246.09,15841.19,321087.28,0,2023,1,6,1824.36,5270986.22
2023-01-23,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,152,149366.64,25377.41,174744.05,0,2023,1,0,1149.63,5270986.22
2023-01-24,Japan,Pen Tablet,Wacom Intuos M,Support Plan,144,184436.46,13098.34,197534.8,0,2023,1,1,1371.77,5270986.22
2023-01-25,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,172,180119.56,23673.58,203793.14,0,2023,1,2,1184.84,5270986.22
2023-01-26,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,206,113383.23,4782.65,118165.88,0,2023,1,3,573.62,5270986.22
2023-01-27,North America,Display Tablet,Wacom One Display,Training,210,24076.18,1493.75,25569.93,0,2023,1,4,121.76,5270986.22
2023-01-28,APAC,Display Tablet,Cintiq 16,Extended Warranty,207,300739.84,35934.16,336674.0,0,2023,1,5,1626.44,5270986.22
